Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label
1000.5,1.53,15.3,12.4,18.2,9.66,270,1
1000.5,1.53,15.3,12.4,18.2,28.72,222,3
1000.5,0.21,9.1,6.1,11.7,10.58,190,0
1000.5,0.21,9.1,6.1,11.7,38.91,239,2
1000.5,0.21,9.1,6.1,11.7,16.1,160,2
1000.5,0.21,9.1,6.1,11.7,8.05,40,0
1000.5,0.21,9.1,6.1,11.7,11.27,0,0
1000.5,0.21,9.1,6.1,11.7,9.66,180,0
1000.5,0.21,9.1,6.1,11.7,17.71,260,2
1000.5,0.21,9.1,6.1,11.7,9.66,270,0
1000.5,0.21,9.1,6.1,11.7,28.72,222,2
1000.5,1.48,11.8,9.7,15.7,10.58,190,0
1000.5,1.48,11.8,9.7,15.7,38.91,239,2
1000.5,1.48,11.8,9.7,15.7,16.1,160,2
1000.5,1.48,11.8,9.7,15.7,8.05,40,0
1000.5,1.48,11.8,9.7,15.7,11.27,0,0
1000.5,1.48,11.8,9.7,15.7,9.66,180,0
1000.5,1.48,11.8,9.7,15.7,17.71,260,2
1000.5,1.48,11.8,9.7,15.7,9.66,270,0
1000.5,1.48,11.8,9.7,15.7,28.72,222,2
1000.5,1.42,15.1,12.4,19.4,10.58,190,0
1000.5,1.42,15.1,12.4,19.4,38.91,239,2
1000.5,1.42,15.1,12.4,19.4,16.1,160,2
1000.5,1.42,15.1,12.4,19.4,8.05,40,0
1000.5,1.42,15.1,12.4,19.4,11.27,0,0
1000.5,1.42,15.1,12.4,19.4,9.66,180,0
1000.5,1.42,15.1,12.4,19.4,17.71,260,2
1000.5,1.42,15.1,12.4,19.4,9.66,270,0
1000.5,1.42,15.1,12.4,19.4,28.72,222,2
1000.5,0.26,10.7,7.8,14.3,10.58,190,0
1000.5,0.26,10.7,7.8,14.3,38.91,239,2
1000.5,0.26,10.7,7.8,14.3,16.1,160,2
1000.5,0.26,10.7,7.8,14.3,8.05,40,0
1000.5,0.26,10.7,7.8,14.3,11.27,0,0
1000.5,0.26,10.7,7.8,14.3,9.66,180,0
1000.5,0.26,10.7,7.8,14.3,17.71,260,2
1000.5,0.26,10.7,7.8,14.3,9.66,270,0
1000.5,0.26,10.7,7.8,14.3,28.72,222,2
1000.5,1.54,14.6,10.4,19.0,10.58,190,0
1000.5,1.54,14.6,10.4,19.0,38.91,239,2
1000.5,1.54,14.6,10.4,19.0,16.1,160,2
1000.5,1.54,14.6,10.4,19.0,8.05,40,0
1000.5,1.54,14.6,10.4,19.0,11.27,0,0
1000.5,1.54,14.6,10.4,19.0,9.66,180,0
1000.5,1.54,14.6,10.4,19.0,17.71,260,2
1000.5,1.54,14.6,10.4,19.0,9.66,270,0
1000.5,1.54,14.6,10.4,19.0,28.72,222,2
1000.5,0.14,8.4,4.2,11.3,10.58,190,0
1000.5,0.14,8.4,4.2,11.3,38.91,239,2
1000.5,0.14,8.4,4.2,11.3,16.1,160,2
1000.5,0.14,8.4,4.2,11.3,8.05,40,0
1000.5,0.14,8.4,4.2,11.3,11.27,0,0
1000.5,0.14,8.4,4.2,11.3,9.66,180,0
1000.5,0.14,8.4,4.2,11.3,17.71,260,2
1000.5,0.14,8.4,4.2,11.3,9.66,270,0
1000.5,0.14,8.4,4.2,11.3,28.72,222,2
1000.5,0.61,0.2,-2.3,4.7,10.58,190,0
1000.5,0.61,0.2,-2.3,4.7,38.91,239,2
1000.5,0.61,0.2,-2.3,4.7,16.1,160,2
1000.5,0.61,0.2,-2.3,4.7,8.05,40,0
1000.5,0.61,0.2,-2.3,4.7,11.27,0,0
1000.5,0.61,0.2,-2.3,4.7,9.66,180,0
1000.5,0.61,0.2,-2.3,4.7,17.71,260,2
1000.5,0.61,0.2,-2.3,4.7,9.66,270,0
1000.5,0.61,0.2,-2.3,4.7,28.72,222,2
1000.5,0.96,9.4,7.9,11.3,10.58,190,0
1000.5,0.96,9.4,7.9,11.3,38.91,239,2
1000.5,0.96,9.4,7.9,11.3,16.1,160,2
1000.5,0.96,9.4,7.9,11.3,8.05,40,0
1000.5,0.96,9.4,7.9,11.3,11.27,0,0
1000.5,0.96,9.4,7.9,11.3,9.66,180,0
1000.5,0.96,9.4,7.9,11.3,17.71,260,2
1000.5,0.96,9.4,7.9,11.3,9.66,270,0
1000.5,0.96,9.4,7.9,11.3,28.72,222,2
1000.5,0.54,7.3,4.9,9.6,10.58,190,0
1000.5,0.54,7.3,4.9,9.6,38.91,239,2
1000.5,0.54,7.3,4.9,9.6,16.1,160,2
1000.5,0.54,7.3,4.9,9.6,8.05,40,0
1000.5,0.54,7.3,4.9,9.6,11.27,0,0
1000.5,0.54,7.3,4.9,9.6,9.66,180,0
1000.5,0.54,7.3,4.9,9.6,17.71,260,2
1000.5,0.54,7.3,4.9,9.6,9.66,270,0
1000.5,0.54,7.3,4.9,9.6,28.72,222,2
1000.5,0.17,9.0,7.9,11.4,10.58,190,0
1000.5,0.17,9.0,7.9,11.4,38.91,239,2
1000.5,0.17,9.0,7.9,11.4,16.1,160,2
1000.5,0.17,9.0,7.9,11.4,8.05,40,0
1000.5,0.17,9.0,7.9,11.4,11.27,0,0
1000.5,0.17,9.0,7.9,11.4,9.66,180,0
1000.5,0.17,9.0,7.9,11.4,17.71,260,2
1000.5,0.17,9.0,7.9,11.4,9.66,270,0
1000.5,0.17,9.0,7.9,11.4,28.72,222,2
1000.5,0.34,15.4,13.6,12.1,10.58,190,0
1000.5,0.34,15.4,13.6,12.1,38.91,239,2
1000.5,0.34,15.4,13.6,12.1,16.1,160,2
1000.5,0.34,15.4,13.6,12.1,8.05,40,0
1000.5,0.34,15.4,13.6,12.1,11.27,0,0
1000.5,0.34,15.4,13.6,12.1,9.66,180,0
1000.5,0.34,15.4,13.6,12.1,17.71,260,2
1000.5,0.34,15.4,13.6,12.1,9.66,270,0
1000.5,0.34,15.4,13.6,12.1,28.72,222,2
1000.5,0.29,8.3,3.7,10.8,10.58,190,0
1000.5,0.29,8.3,3.7,10.8,38.91,239,2
1000.5,0.29,8.3,3.7,10.8,16.1,160,2
1000.5,0.29,8.3,3.7,10.8,8.05,40,0
1000.5,0.29,8.3,3.7,10.8,11.27,0,0
1000.5,0.29,8.3,3.7,10.8,9.66,180,0
1000.5,0.29,8.3,3.7,10.8,17.71,260,2
1000.5,0.29,8.3,3.7,10.8,9.66,270,0
1000.5,0.29,8.3,3.7,10.8,28.72,222,2
1000.5,0.66,17.2,14.9,19.5,10.58,190,0
1000.5,0.66,17.2,14.9,19.5,38.91,239,2
1000.5,0.66,17.2,14.9,19.5,16.1,160,2
1000.5,0.66,17.2,14.9,19.5,8.05,40,0
1000.5,0.66,17.2,14.9,19.5,11.27,0,0
1000.5,0.66,17.2,14.9,19.5,9.66,180,0
1000.5,0.66,17.2,14.9,19.5,17.71,260,2
1000.5,0.66,17.2,14.9,19.5,9.66,270,0
1000.5,0.66,17.2,14.9,19.5,28.72,222,2
1000.5,0.26,10.4,7.7,12.8,10.58,190,0
1000.5,0.26,10.4,7.7,12.8,38.91,239,2
1000.5,0.26,10.4,7.7,12.8,16.1,160,2
1000.5,0.26,10.4,7.7,12.8,8.05,40,0
1000.5,0.26,10.4,7.7,12.8,11.27,0,0
1000.5,0.26,10.4,7.7,12.8,9.66,180,0
1000.5,0.26,10.4,7.7,12.8,17.71,260,2
1000.5,0.26,10.4,7.7,12.8,9.66,270,0
1000.5,0.26,10.4,7.7,12.8,28.72,222,2
1000.6,0.89,2.0,-0.6,5.9,16.1,270,3
1000.6,0.89,2.0,-0.6,5.9,5.36,193,1
1000.6,0.89,2.0,-0.6,5.9,11.27,90,1
1000.6,0.47,0.9,-0.8,5.8,16.1,270,3
1000.6,0.47,0.9,-0.8,5.8,5.36,193,1
1000.6,0.47,0.9,-0.8,5.8,11.27,90,1
1000.6,0.34,2.9,-1.4,7.2,16.1,270,3
1000.6,0.34,2.9,-1.4,7.2,5.36,193,1
1000.6,0.34,2.9,-1.4,7.2,11.27,90,1
1000.6,0.32,-0.6,-3.8,0.9,16.1,270,3
1000.6,0.32,-0.6,-3.8,0.9,5.36,193,1
1000.6,0.32,-0.6,-3.8,0.9,11.27,90,1
1000.6,0.8,10.1,5.3,14.5,16.1,270,3
1000.6,0.8,10.1,5.3,14.5,5.36,193,1
1000.6,0.8,10.1,5.3,14.5,11.27,90,1
1000.6,0.25,6.7,0.7,12.7,16.1,270,3
1000.6,0.25,6.7,0.7,12.7,5.36,193,1
1000.6,0.25,6.7,0.7,12.7,11.27,90,1
1000.6,0.34,7.8,5.3,11.0,16.1,270,3
1000.6,0.34,7.8,5.3,11.0,5.36,193,1
1000.6,0.34,7.8,5.3,11.0,11.27,90,1
1000.6,0.21,6.2,3.9,7.9,16.1,270,2
1000.6,0.21,6.2,3.9,7.9,5.36,193,0
1000.6,0.21,6.2,3.9,7.9,11.27,90,0
1000.6,1.24,13.3,9.0,17.8,16.1,270,2
1000.6,1.24,13.3,9.0,17.8,5.36,193,0
1000.6,1.24,13.3,9.0,17.8,11.27,90,0
1000.6,0.14,5.1,4.5,6.3,16.1,270,2
1000.6,0.14,5.1,4.5,6.3,5.36,193,0
1000.6,0.14,5.1,4.5,6.3,11.27,90,0
1000.6,0.65,1.0,-0.2,3.9,16.1,270,2
1000.6,0.65,1.0,-0.2,3.9,5.36,193,0
1000.6,0.65,1.0,-0.2,3.9,11.27,90,0
1000.6,0.64,5.7,3.4,9.1,16.1,270,2
1000.6,0.64,5.7,3.4,9.1,5.36,193,0
1000.6,0.64,5.7,3.4,9.1,11.27,90,0
1000.6,0.5,4.2,1.2,7.4,16.1,270,2
1000.6,0.5,4.2,1.2,7.4,5.36,193,0
1000.6,0.5,4.2,1.2,7.4,11.27,90,0
1000.6,0.69,5.7,3.4,9.3,16.1,270,2
1000.6,0.69,5.7,3.4,9.3,5.36,193,0
1000.6,0.69,5.7,3.4,9.3,11.27,90,0
1000.6,0.57,10.1,9.0,12.3,16.1,270,2
1000.6,0.57,10.1,9.0,12.3,5.36,193,0
1000.6,0.57,10.1,9.0,12.3,11.27,90,0
1000.6,0.18,6.5,5.4,8.4,16.1,270,2
1000.6,0.18,6.5,5.4,8.4,5.36,193,0
1000.6,0.18,6.5,5.4,8.4,11.27,90,0
1000.6,0.12,14.0,10.6,16.3,16.1,270,2
1000.6,0.12,14.0,10.6,16.3,5.36,193,0
1000.6,0.12,14.0,10.6,16.3,11.27,90,0
1000.6,0.16,9.4,7.6,4.8,16.1,270,2
1000.6,0.16,9.4,7.6,4.8,5.36,193,0
1000.6,0.16,9.4,7.6,4.8,11.27,90,0
1000.6,0.52,6.4,4.0,8.8,16.1,270,2
1000.6,0.52,6.4,4.0,8.8,5.36,193,0
1000.6,0.52,6.4,4.0,8.8,11.27,90,0
1000.6,0.49,16.9,16.5,19.4,16.1,270,2
1000.6,0.49,16.9,16.5,19.4,5.36,193,0
1000.6,0.49,16.9,16.5,19.4,11.27,90,0
1000.6,0.35,8.4,5.5,10.4,16.1,270,2
1000.6,0.35,8.4,5.5,10.4,5.36,193,0
1000.6,0.35,8.4,5.5,10.4,11.27,90,0
1000.6,0.45,6.7,4.4,10.1,16.1,270,2
1000.6,0.45,6.7,4.4,10.1,5.36,193,0
1000.6,0.45,6.7,4.4,10.1,11.27,90,0
1000.6,0.68,16.1,12.7,19.3,16.1,270,2
1000.6,0.68,16.1,12.7,19.3,5.36,193,0
1000.6,0.68,16.1,12.7,19.3,11.27,90,0
1000.6,0.22,3.2,0.1,6.4,16.1,270,2
1000.6,0.22,3.2,0.1,6.4,5.36,193,0
1000.6,0.22,3.2,0.1,6.4,11.27,90,0
1000.6,0.24,0.7,0.1,1.0,16.1,270,2
1000.6,0.24,0.7,0.1,1.0,5.36,193,0
1000.6,0.24,0.7,0.1,1.0,11.27,90,0
1000.6,0.42,7.0,5.4,8.8,16.1,270,2
1000.6,0.42,7.0,5.4,8.8,5.36,193,0
1000.6,0.42,7.0,5.4,8.8,11.27,90,0
1000.7,2.28,12.5,7.3,19.6,11.01,151,1
1000.7,2.28,12.5,7.3,19.6,22.54,170,3
1000.7,2.28,12.5,7.3,19.6,14.49,250,1
1000.7,2.28,12.5,7.3,19.6,16.1,150,3
1000.7,2.28,12.5,7.3,19.6,7.97,20,1
1000.7,2.28,12.5,7.3,19.6,14.15,273,1
1000.7,2.28,12.5,7.3,19.6,8.13,57,1
1000.7,2.28,12.5,7.3,19.6,20.93,250,3
1000.7,2.28,12.5,7.3,19.6,28.98,260,3
1000.7,2.28,12.5,7.3,19.6,9.72,121,1
1000.7,2.28,12.5,7.3,19.6,13.51,138,1
1000.7,2.28,12.5,7.3,19.6,13.7,246,1
1000.7,0.5,3.8,-1.3,8.9,11.01,151,1
1000.7,0.5,3.8,-1.3,8.9,22.54,170,3
1000.7,0.5,3.8,-1.3,8.9,14.49,250,1
1000.7,0.5,3.8,-1.3,8.9,16.1,150,3
1000.7,0.5,3.8,-1.3,8.9,7.97,20,1
1000.7,0.5,3.8,-1.3,8.9,14.15,273,1
1000.7,0.5,3.8,-1.3,8.9,8.13,57,1
1000.7,0.5,3.8,-1.3,8.9,20.93,250,3
1000.7,0.5,3.8,-1.3,8.9,28.98,260,3
1000.7,0.5,3.8,-1.3,8.9,9.72,121,1
1000.7,0.5,3.8,-1.3,8.9,13.51,138,1
1000.7,0.5,3.8,-1.3,8.9,13.7,246,1
1000.7,0.26,8.1,6.2,11.9,11.01,151,1
1000.7,0.26,8.1,6.2,11.9,22.54,170,3
1000.7,0.26,8.1,6.2,11.9,14.49,250,1
1000.7,0.26,8.1,6.2,11.9,16.1,150,3
1000.7,0.26,8.1,6.2,11.9,7.97,20,1
1000.7,0.26,8.1,6.2,11.9,14.15,273,1
1000.7,0.26,8.1,6.2,11.9,8.13,57,1
1000.7,0.26,8.1,6.2,11.9,20.93,250,3
1000.7,0.26,8.1,6.2,11.9,28.98,260,3
1000.7,0.26,8.1,6.2,11.9,9.72,121,1
1000.7,0.26,8.1,6.2,11.9,13.51,138,1
1000.7,0.26,8.1,6.2,11.9,13.7,246,1
1000.7,1.25,10.5,5.2,16.1,11.01,151,0
1000.7,1.25,10.5,5.2,16.1,22.54,170,2
1000.7,1.25,10.5,5.2,16.1,14.49,250,0
1000.7,1.25,10.5,5.2,16.1,16.1,150,2
1000.7,1.25,10.5,5.2,16.1,7.97,20,0
1000.7,1.25,10.5,5.2,16.1,14.15,273,0
1000.7,1.25,10.5,5.2,16.1,8.13,57,0
1000.7,1.25,10.5,5.2,16.1,20.93,250,2
1000.7,1.25,10.5,5.2,16.1,28.98,260,2
1000.7,1.25,10.5,5.2,16.1,9.72,121,0
1000.7,1.25,10.5,5.2,16.1,13.51,138,0
1000.7,1.25,10.5,5.2,16.1,13.7,246,0
1000.7,1.03,9.4,6.9,12.9,11.01,151,0
1000.7,1.03,9.4,6.9,12.9,22.54,170,2
1000.7,1.03,9.4,6.9,12.9,14.49,250,0
1000.7,1.03,9.4,6.9,12.9,16.1,150,2
1000.7,1.03,9.4,6.9,12.9,7.97,20,0
1000.7,1.03,9.4,6.9,12.9,14.15,273,0
1000.7,1.03,9.4,6.9,12.9,8.13,57,0
1000.7,1.03,9.4,6.9,12.9,20.93,250,2
1000.7,1.03,9.4,6.9,12.9,28.98,260,2
1000.7,1.03,9.4,6.9,12.9,9.72,121,0
1000.7,1.03,9.4,6.9,12.9,13.51,138,0
1000.7,1.03,9.4,6.9,12.9,13.7,246,0
1000.7,1.97,17.9,14.8,22.3,11.01,151,0
1000.7,1.97,17.9,14.8,22.3,22.54,170,2
1000.7,1.97,17.9,14.8,22.3,14.49,250,0
1000.7,1.97,17.9,14.8,22.3,16.1,150,2
1000.7,1.97,17.9,14.8,22.3,7.97,20,0
1000.7,1.97,17.9,14.8,22.3,14.15,273,0
1000.7,1.97,17.9,14.8,22.3,8.13,57,0
1000.7,1.97,17.9,14.8,22.3,20.93,250,2
1000.7,1.97,17.9,14.8,22.3,28.98,260,2
1000.7,1.97,17.9,14.8,22.3,9.72,121,0
1000.7,1.97,17.9,14.8,22.3,13.51,138,0
1000.7,1.97,17.9,14.8,22.3,13.7,246,0
1000.7,0.14,6.0,3.5,9.0,11.01,151,0
1000.7,0.14,6.0,3.5,9.0,22.54,170,2
1000.7,0.14,6.0,3.5,9.0,14.49,250,0
1000.7,0.14,6.0,3.5,9.0,16.1,150,2
1000.7,0.14,6.0,3.5,9.0,7.97,20,0
1000.7,0.14,6.0,3.5,9.0,14.15,273,0
1000.7,0.14,6.0,3.5,9.0,8.13,57,0
1000.7,0.14,6.0,3.5,9.0,20.93,250,2
1000.7,0.14,6.0,3.5,9.0,28.98,260,2
1000.7,0.14,6.0,3.5,9.0,9.72,121,0
1000.7,0.14,6.0,3.5,9.0,13.51,138,0
1000.7,0.14,6.0,3.5,9.0,13.7,246,0
1000.7,0.23,8.3,5.4,13.4,11.01,151,0
1000.7,0.23,8.3,5.4,13.4,22.54,170,2
1000.7,0.23,8.3,5.4,13.4,14.49,250,0
1000.7,0.23,8.3,5.4,13.4,16.1,150,2
1000.7,0.23,8.3,5.4,13.4,7.97,20,0
1000.7,0.23,8.3,5.4,13.4,14.15,273,0
1000.7,0.23,8.3,5.4,13.4,8.13,57,0
1000.7,0.23,8.3,5.4,13.4,20.93,250,2
1000.7,0.23,8.3,5.4,13.4,28.98,260,2
1000.7,0.23,8.3,5.4,13.4,9.72,121,0
1000.7,0.23,8.3,5.4,13.4,13.51,138,0
1000.7,0.23,8.3,5.4,13.4,13.7,246,0
1000.7,0.36,10.1,8.7,10.5,11.01,151,0
1000.7,0.36,10.1,8.7,10.5,22.54,170,2
1000.7,0.36,10.1,8.7,10.5,14.49,250,0
1000.7,0.36,10.1,8.7,10.5,16.1,150,2
1000.7,0.36,10.1,8.7,10.5,7.97,20,0
1000.7,0.36,10.1,8.7,10.5,14.15,273,0
1000.7,0.36,10.1,8.7,10.5,8.13,57,0
1000.7,0.36,10.1,8.7,10.5,20.93,250,2
1000.7,0.36,10.1,8.7,10.5,28.98,260,2
1000.7,0.36,10.1,8.7,10.5,9.72,121,0
1000.7,0.36,10.1,8.7,10.5,13.51,138,0
1000.7,0.36,10.1,8.7,10.5,13.7,246,0
1000.7,0.48,8.4,5.6,11.5,11.01,151,0
1000.7,0.48,8.4,5.6,11.5,22.54,170,2
1000.7,0.48,8.4,5.6,11.5,14.49,250,0
1000.7,0.48,8.4,5.6,11.5,16.1,150,2
1000.7,0.48,8.4,5.6,11.5,7.97,20,0
1000.7,0.48,8.4,5.6,11.5,14.15,273,0
1000.7,0.48,8.4,5.6,11.5,8.13,57,0
1000.7,0.48,8.4,5.6,11.5,20.93,250,2
1000.7,0.48,8.4,5.6,11.5,28.98,260,2
1000.7,0.48,8.4,5.6,11.5,9.72,121,0
1000.7,0.48,8.4,5.6,11.5,13.51,138,0
1000.7,0.48,8.4,5.6,11.5,13.7,246,0
1000.7,0.48,-1.5,-2.9,0.9,11.01,151,0
1000.7,0.48,-1.5,-2.9,0.9,22.54,170,2
1000.7,0.48,-1.5,-2.9,0.9,14.49,250,0
1000.7,0.48,-1.5,-2.9,0.9,16.1,150,2
1000.7,0.48,-1.5,-2.9,0.9,7.97,20,0
1000.7,0.48,-1.5,-2.9,0.9,14.15,273,0
1000.7,0.48,-1.5,-2.9,0.9,8.13,57,0
1000.7,0.48,-1.5,-2.9,0.9,20.93,250,2
1000.7,0.48,-1.5,-2.9,0.9,28.98,260,2
1000.7,0.48,-1.5,-2.9,0.9,9.72,121,0
1000.7,0.48,-1.5,-2.9,0.9,13.51,138,0
1000.7,0.48,-1.5,-2.9,0.9,13.7,246,0
1000.7,0.76,14.4,12.2,17.2,11.01,151,0
1000.7,0.76,14.4,12.2,17.2,22.54,170,2
1000.7,0.76,14.4,12.2,17.2,14.49,250,0
1000.7,0.76,14.4,12.2,17.2,16.1,150,2
1000.7,0.76,14.4,12.2,17.2,7.97,20,0
1000.7,0.76,14.4,12.2,17.2,14.15,273,0
1000.7,0.76,14.4,12.2,17.2,8.13,57,0
1000.7,0.76,14.4,12.2,17.2,20.93,250,2
1000.7,0.76,14.4,12.2,17.2,28.98,260,2
1000.7,0.76,14.4,12.2,17.2,9.72,121,0
1000.7,0.76,14.4,12.2,17.2,13.51,138,0
1000.7,0.76,14.4,12.2,17.2,13.7,246,0
1000.7,1.19,1.4,-1.9,3.5,11.01,151,0
1000.7,1.19,1.4,-1.9,3.5,22.54,170,2
1000.7,1.19,1.4,-1.9,3.5,14.49,250,0
1000.7,1.19,1.4,-1.9,3.5,16.1,150,2
1000.7,1.19,1.4,-1.9,3.5,7.97,20,0
1000.7,1.19,1.4,-1.9,3.5,14.15,273,0
1000.7,1.19,1.4,-1.9,3.5,8.13,57,0
1000.7,1.19,1.4,-1.9,3.5,20.93,250,2
1000.7,1.19,1.4,-1.9,3.5,28.98,260,2
1000.7,1.19,1.4,-1.9,3.5,9.72,121,0
1000.7,1.19,1.4,-1.9,3.5,13.51,138,0
1000.7,1.19,1.4,-1.9,3.5,13.7,246,0
1000.7,0.12,3.6,0.3,5.0,11.01,151,0
1000.7,0.12,3.6,0.3,5.0,22.54,170,2
1000.7,0.12,3.6,0.3,5.0,14.49,250,0
1000.7,0.12,3.6,0.3,5.0,16.1,150,2
1000.7,0.12,3.6,0.3,5.0,7.97,20,0
1000.7,0.12,3.6,0.3,5.0,14.15,273,0
1000.7,0.12,3.6,0.3,5.0,8.13,57,0
1000.7,0.12,3.6,0.3,5.0,20.93,250,2
1000.7,0.12,3.6,0.3,5.0,28.98,260,2
1000.7,0.12,3.6,0.3,5.0,9.72,121,0
1000.7,0.12,3.6,0.3,5.0,13.51,138,0
1000.7,0.12,3.6,0.3,5.0,13.7,246,0
1000.7,2.01,12.9,7.8,18.0,11.01,151,0
1000.7,2.01,12.9,7.8,18.0,22.54,170,2
1000.7,2.01,12.9,7.8,18.0,14.49,250,0
1000.7,2.01,12.9,7.8,18.0,16.1,150,2
1000.7,2.01,12.9,7.8,18.0,7.97,20,0
1000.7,2.01,12.9,7.8,18.0,14.15,273,0
1000.7,2.01,12.9,7.8,18.0,8.13,57,0
1000.7,2.01,12.9,7.8,18.0,20.93,250,2
1000.7,2.01,12.9,7.8,18.0,28.98,260,2
1000.7,2.01,12.9,7.8,18.0,9.72,121,0
1000.7,2.01,12.9,7.8,18.0,13.51,138,0
1000.7,2.01,12.9,7.8,18.0,13.7,246,0
1000.7,0.71,0.4,-3.7,3.9,11.01,151,0
1000.7,0.71,0.4,-3.7,3.9,22.54,170,2
1000.7,0.71,0.4,-3.7,3.9,14.49,250,0
1000.7,0.71,0.4,-3.7,3.9,16.1,150,2
1000.7,0.71,0.4,-3.7,3.9,7.97,20,0
1000.7,0.71,0.4,-3.7,3.9,14.15,273,0
1000.7,0.71,0.4,-3.7,3.9,8.13,57,0
1000.7,0.71,0.4,-3.7,3.9,20.93,250,2
1000.7,0.71,0.4,-3.7,3.9,28.98,260,2
1000.7,0.71,0.4,-3.7,3.9,9.72,121,0
1000.7,0.71,0.4,-3.7,3.9,13.51,138,0
1000.7,0.71,0.4,-3.7,3.9,13.7,246,0
1000.7,0.09,4.2,2.6,6.0,11.01,151,0
1000.7,0.09,4.2,2.6,6.0,22.54,170,2
1000.7,0.09,4.2,2.6,6.0,14.49,250,0
1000.7,0.09,4.2,2.6,6.0,16.1,150,2
1000.7,0.09,4.2,2.6,6.0,7.97,20,0
1000.7,0.09,4.2,2.6,6.0,14.15,273,0
1000.7,0.09,4.2,2.6,6.0,8.13,57,0
1000.7,0.09,4.2,2.6,6.0,20.93,250,2
1000.7,0.09,4.2,2.6,6.0,28.98,260,2
1000.7,0.09,4.2,2.6,6.0,9.72,121,0
1000.7,0.09,4.2,2.6,6.0,13.51,138,0
1000.7,0.09,4.2,2.6,6.0,13.7,246,0
1000.7,0.41,8.0,5.6,10.1,11.01,151,0
1000.7,0.41,8.0,5.6,10.1,22.54,170,2
1000.7,0.41,8.0,5.6,10.1,14.49,250,0
1000.7,0.41,8.0,5.6,10.1,16.1,150,2
1000.7,0.41,8.0,5.6,10.1,7.97,20,0
1000.7,0.41,8.0,5.6,10.1,14.15,273,0
1000.7,0.41,8.0,5.6,10.1,8.13,57,0
1000.7,0.41,8.0,5.6,10.1,20.93,250,2
1000.7,0.41,8.0,5.6,10.1,28.98,260,2
1000.7,0.41,8.0,5.6,10.1,9.72,121,0
1000.7,0.41,8.0,5.6,10.1,13.51,138,0
1000.7,0.41,8.0,5.6,10.1,13.7,246,0
1000.7,0.55,7.4,5.9,10.8,11.01,151,0
1000.7,0.55,7.4,5.9,10.8,22.54,170,2
1000.7,0.55,7.4,5.9,10.8,14.49,250,0
1000.7,0.55,7.4,5.9,10.8,16.1,150,2
1000.7,0.55,7.4,5.9,10.8,7.97,20,0
1000.7,0.55,7.4,5.9,10.8,14.15,273,0
1000.7,0.55,7.4,5.9,10.8,8.13,57,0
1000.7,0.55,7.4,5.9,10.8,20.93,250,2
1000.7,0.55,7.4,5.9,10.8,28.98,260,2
1000.7,0.55,7.4,5.9,10.8,9.72,121,0
1000.7,0.55,7.4,5.9,10.8,13.51,138,0
1000.7,0.55,7.4,5.9,10.8,13.7,246,0
1000.7,0.14,0.9,-0.4,2.3,11.01,151,0
1000.7,0.14,0.9,-0.4,2.3,22.54,170,2
1000.7,0.14,0.9,-0.4,2.3,14.49,250,0
1000.7,0.14,0.9,-0.4,2.3,16.1,150,2
1000.7,0.14,0.9,-0.4,2.3,7.97,20,0
1000.7,0.14,0.9,-0.4,2.3,14.15,273,0
1000.7,0.14,0.9,-0.4,2.3,8.13,57,0
1000.7,0.14,0.9,-0.4,2.3,20.93,250,2
1000.7,0.14,0.9,-0.4,2.3,28.98,260,2
1000.7,0.14,0.9,-0.4,2.3,9.72,121,0
1000.7,0.14,0.9,-0.4,2.3,13.51,138,0
1000.7,0.14,0.9,-0.4,2.3,13.7,246,0
1000.8,0.38,6.3,4.4,8.9,17.71,140,3
1000.8,0.38,6.3,4.4,8.9,17.71,300,3
1000.8,0.38,6.3,4.4,8.9,32.2,330,3
1000.8,0.38,6.3,4.4,8.9,40.25,340,3
1000.8,0.38,6.3,4.4,8.9,11.17,107,1
1000.8,0.38,6.3,4.4,8.9,25.9,232,3
1000.8,0.38,6.3,4.4,8.9,14.49,100,1
1000.8,0.38,6.3,4.4,8.9,7.89,123,1
1000.8,0.38,6.3,4.4,8.9,6.2,149,1
1000.8,0.34,14.0,11.0,16.6,17.71,140,2
1000.8,0.34,14.0,11.0,16.6,17.71,300,2
1000.8,0.34,14.0,11.0,16.6,32.2,330,2
1000.8,0.34,14.0,11.0,16.6,40.25,340,2
1000.8,0.34,14.0,11.0,16.6,11.17,107,0
1000.8,0.34,14.0,11.0,16.6,25.9,232,2
1000.8,0.34,14.0,11.0,16.6,14.49,100,0
1000.8,0.34,14.0,11.0,16.6,7.89,123,0
1000.8,0.34,14.0,11.0,16.6,6.2,149,0
1000.8,0.55,16.0,14.0,14.4,17.71,140,2
1000.8,0.55,16.0,14.0,14.4,17.71,300,2
1000.8,0.55,16.0,14.0,14.4,32.2,330,2
1000.8,0.55,16.0,14.0,14.4,40.25,340,2
1000.8,0.55,16.0,14.0,14.4,11.17,107,0
1000.8,0.55,16.0,14.0,14.4,25.9,232,2
1000.8,0.55,16.0,14.0,14.4,14.49,100,0
1000.8,0.55,16.0,14.0,14.4,7.89,123,0
1000.8,0.55,16.0,14.0,14.4,6.2,149,0
1000.8,0.46,11.5,8.7,13.8,17.71,140,2
1000.8,0.46,11.5,8.7,13.8,17.71,300,2
1000.8,0.46,11.5,8.7,13.8,32.2,330,2
1000.8,0.46,11.5,8.7,13.8,40.25,340,2
