Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label
1004.2,1.2,15.5,13.5,18.9,43.79,170,2
1004.2,1.2,15.5,13.5,18.9,22.54,300,2
1004.2,1.2,15.5,13.5,18.9,28.98,190,2
1004.2,1.2,15.5,13.5,18.9,12.88,70,0
1004.2,1.2,15.5,13.5,18.9,9.68,272,0
1004.2,1.2,15.5,13.5,18.9,2.95,299,0
1004.2,1.2,15.5,13.5,18.9,14.3,321,0
1004.2,1.2,15.5,13.5,18.9,11.22,70,0
1004.2,1.2,15.5,13.5,18.9,23.65,351,2
1004.2,0.94,16.1,12.6,20.5,21.85,222,2
1004.2,0.94,16.1,12.6,20.5,14.02,160,0
1004.2,0.94,16.1,12.6,20.5,11.27,170,0
1004.2,0.94,16.1,12.6,20.5,20.5,327,2
1004.2,0.94,16.1,12.6,20.5,14.02,317,0
1004.2,0.94,16.1,12.6,20.5,17.08,332,2
1004.2,0.94,16.1,12.6,20.5,16.1,330,2
1004.2,0.94,16.1,12.6,20.5,27.37,340,2
1004.2,0.94,16.1,12.6,20.5,30.59,330,2
1004.2,0.94,16.1,12.6,20.5,14.49,160,0
1004.2,0.94,16.1,12.6,20.5,30.59,330,2
1004.2,0.94,16.1,12.6,20.5,16.1,100,2
1004.2,0.94,16.1,12.6,20.5,16.1,170,2
1004.2,0.94,16.1,12.6,20.5,31.22,159,2
1004.2,0.94,16.1,12.6,20.5,5.01,283,0
1004.2,0.94,16.1,12.6,20.5,43.79,170,2
1004.2,0.94,16.1,12.6,20.5,22.54,300,2
1004.2,0.94,16.1,12.6,20.5,28.98,190,2
1004.2,0.94,16.1,12.6,20.5,12.88,70,0
1004.2,0.94,16.1,12.6,20.5,9.68,272,0
1004.2,0.94,16.1,12.6,20.5,2.95,299,0
1004.2,0.94,16.1,12.6,20.5,14.3,321,0
1004.2,0.94,16.1,12.6,20.5,11.22,70,0
1004.2,0.94,16.1,12.6,20.5,23.65,351,2
1004.2,1.33,15.1,11.7,19.2,21.85,222,2
1004.2,1.33,15.1,11.7,19.2,14.02,160,0
1004.2,1.33,15.1,11.7,19.2,11.27,170,0
1004.2,1.33,15.1,11.7,19.2,20.5,327,2
1004.2,1.33,15.1,11.7,19.2,14.02,317,0
1004.2,1.33,15.1,11.7,19.2,17.08,332,2
1004.2,1.33,15.1,11.7,19.2,16.1,330,2
1004.2,1.33,15.1,11.7,19.2,27.37,340,2
1004.2,1.33,15.1,11.7,19.2,30.59,330,2
1004.2,1.33,15.1,11.7,19.2,14.49,160,0
1004.2,1.33,15.1,11.7,19.2,30.59,330,2
1004.2,1.33,15.1,11.7,19.2,16.1,100,2
1004.2,1.33,15.1,11.7,19.2,16.1,170,2
1004.2,1.33,15.1,11.7,19.2,31.22,159,2
1004.2,1.33,15.1,11.7,19.2,5.01,283,0
1004.2,1.33,15.1,11.7,19.2,43.79,170,2
1004.2,1.33,15.1,11.7,19.2,22.54,300,2
1004.2,1.33,15.1,11.7,19.2,28.98,190,2
1004.2,1.33,15.1,11.7,19.2,12.88,70,0
1004.2,1.33,15.1,11.7,19.2,9.68,272,0
1004.2,1.33,15.1,11.7,19.2,2.95,299,0
1004.2,1.33,15.1,11.7,19.2,14.3,321,0
1004.2,1.33,15.1,11.7,19.2,11.22,70,0
1004.2,1.33,15.1,11.7,19.2,23.65,351,2
1004.2,0.26,5.2,2.5,7.4,21.85,222,2
1004.2,0.26,5.2,2.5,7.4,14.02,160,0
1004.2,0.26,5.2,2.5,7.4,11.27,170,0
1004.2,0.26,5.2,2.5,7.4,20.5,327,2
1004.2,0.26,5.2,2.5,7.4,14.02,317,0
1004.2,0.26,5.2,2.5,7.4,17.08,332,2
1004.2,0.26,5.2,2.5,7.4,16.1,330,2
1004.2,0.26,5.2,2.5,7.4,27.37,340,2
1004.2,0.26,5.2,2.5,7.4,30.59,330,2
1004.2,0.26,5.2,2.5,7.4,14.49,160,0
1004.2,0.26,5.2,2.5,7.4,30.59,330,2
1004.2,0.26,5.2,2.5,7.4,16.1,100,2
1004.2,0.26,5.2,2.5,7.4,16.1,170,2
1004.2,0.26,5.2,2.5,7.4,31.22,159,2
1004.2,0.26,5.2,2.5,7.4,5.01,283,0
1004.2,0.26,5.2,2.5,7.4,43.79,170,2
1004.2,0.26,5.2,2.5,7.4,22.54,300,2
1004.2,0.26,5.2,2.5,7.4,28.98,190,2
1004.2,0.26,5.2,2.5,7.4,12.88,70,0
1004.2,0.26,5.2,2.5,7.4,9.68,272,0
1004.2,0.26,5.2,2.5,7.4,2.95,299,0
1004.2,0.26,5.2,2.5,7.4,14.3,321,0
1004.2,0.26,5.2,2.5,7.4,11.22,70,0
1004.2,0.26,5.2,2.5,7.4,23.65,351,2
1004.2,0.31,4.5,0.2,8.7,21.85,222,2
1004.2,0.31,4.5,0.2,8.7,14.02,160,0
1004.2,0.31,4.5,0.2,8.7,11.27,170,0
1004.2,0.31,4.5,0.2,8.7,20.5,327,2
1004.2,0.31,4.5,0.2,8.7,14.02,317,0
1004.2,0.31,4.5,0.2,8.7,17.08,332,2
1004.2,0.31,4.5,0.2,8.7,16.1,330,2
1004.2,0.31,4.5,0.2,8.7,27.37,340,2
1004.2,0.31,4.5,0.2,8.7,30.59,330,2
1004.2,0.31,4.5,0.2,8.7,14.49,160,0
1004.2,0.31,4.5,0.2,8.7,30.59,330,2
1004.2,0.31,4.5,0.2,8.7,16.1,100,2
1004.2,0.31,4.5,0.2,8.7,16.1,170,2
1004.2,0.31,4.5,0.2,8.7,31.22,159,2
1004.2,0.31,4.5,0.2,8.7,5.01,283,0
1004.2,0.31,4.5,0.2,8.7,43.79,170,2
1004.2,0.31,4.5,0.2,8.7,22.54,300,2
1004.2,0.31,4.5,0.2,8.7,28.98,190,2
1004.2,0.31,4.5,0.2,8.7,12.88,70,0
1004.2,0.31,4.5,0.2,8.7,9.68,272,0
1004.2,0.31,4.5,0.2,8.7,2.95,299,0
1004.2,0.31,4.5,0.2,8.7,14.3,321,0
1004.2,0.31,4.5,0.2,8.7,11.22,70,0
1004.2,0.31,4.5,0.2,8.7,23.65,351,2
1004.2,1.49,17.3,14.0,19.9,21.85,222,2
1004.2,1.49,17.3,14.0,19.9,14.02,160,0
1004.2,1.49,17.3,14.0,19.9,11.27,170,0
1004.2,1.49,17.3,14.0,19.9,20.5,327,2
1004.2,1.49,17.3,14.0,19.9,14.02,317,0
1004.2,1.49,17.3,14.0,19.9,17.08,332,2
1004.2,1.49,17.3,14.0,19.9,16.1,330,2
1004.2,1.49,17.3,14.0,19.9,27.37,340,2
1004.2,1.49,17.3,14.0,19.9,30.59,330,2
1004.2,1.49,17.3,14.0,19.9,14.49,160,0
1004.2,1.49,17.3,14.0,19.9,30.59,330,2
1004.2,1.49,17.3,14.0,19.9,16.1,100,2
1004.2,1.49,17.3,14.0,19.9,16.1,170,2
1004.2,1.49,17.3,14.0,19.9,31.22,159,2
1004.2,1.49,17.3,14.0,19.9,5.01,283,0
1004.2,1.49,17.3,14.0,19.9,43.79,170,2
1004.2,1.49,17.3,14.0,19.9,22.54,300,2
1004.2,1.49,17.3,14.0,19.9,28.98,190,2
1004.2,1.49,17.3,14.0,19.9,12.88,70,0
1004.2,1.49,17.3,14.0,19.9,9.68,272,0
1004.2,1.49,17.3,14.0,19.9,2.95,299,0
1004.2,1.49,17.3,14.0,19.9,14.3,321,0
1004.2,1.49,17.3,14.0,19.9,11.22,70,0
1004.2,1.49,17.3,14.0,19.9,23.65,351,2
1004.2,0.25,5.1,4.3,7.3,21.85,222,2
1004.2,0.25,5.1,4.3,7.3,14.02,160,0
1004.2,0.25,5.1,4.3,7.3,11.27,170,0
1004.2,0.25,5.1,4.3,7.3,20.5,327,2
1004.2,0.25,5.1,4.3,7.3,14.02,317,0
1004.2,0.25,5.1,4.3,7.3,17.08,332,2
1004.2,0.25,5.1,4.3,7.3,16.1,330,2
1004.2,0.25,5.1,4.3,7.3,27.37,340,2
1004.2,0.25,5.1,4.3,7.3,30.59,330,2
1004.2,0.25,5.1,4.3,7.3,14.49,160,0
1004.2,0.25,5.1,4.3,7.3,30.59,330,2
1004.2,0.25,5.1,4.3,7.3,16.1,100,2
1004.2,0.25,5.1,4.3,7.3,16.1,170,2
1004.2,0.25,5.1,4.3,7.3,31.22,159,2
1004.2,0.25,5.1,4.3,7.3,5.01,283,0
1004.2,0.25,5.1,4.3,7.3,43.79,170,2
1004.2,0.25,5.1,4.3,7.3,22.54,300,2
1004.2,0.25,5.1,4.3,7.3,28.98,190,2
1004.2,0.25,5.1,4.3,7.3,12.88,70,0
1004.2,0.25,5.1,4.3,7.3,9.68,272,0
1004.2,0.25,5.1,4.3,7.3,2.95,299,0
1004.2,0.25,5.1,4.3,7.3,14.3,321,0
1004.2,0.25,5.1,4.3,7.3,11.22,70,0
1004.2,0.25,5.1,4.3,7.3,23.65,351,2
1004.2,0.21,4.9,0.9,8.4,21.85,222,2
1004.2,0.21,4.9,0.9,8.4,14.02,160,0
1004.2,0.21,4.9,0.9,8.4,11.27,170,0
1004.2,0.21,4.9,0.9,8.4,20.5,327,2
1004.2,0.21,4.9,0.9,8.4,14.02,317,0
1004.2,0.21,4.9,0.9,8.4,17.08,332,2
1004.2,0.21,4.9,0.9,8.4,16.1,330,2
1004.2,0.21,4.9,0.9,8.4,27.37,340,2
1004.2,0.21,4.9,0.9,8.4,30.59,330,2
1004.2,0.21,4.9,0.9,8.4,14.49,160,0
1004.2,0.21,4.9,0.9,8.4,30.59,330,2
1004.2,0.21,4.9,0.9,8.4,16.1,100,2
1004.2,0.21,4.9,0.9,8.4,16.1,170,2
1004.2,0.21,4.9,0.9,8.4,31.22,159,2
1004.2,0.21,4.9,0.9,8.4,5.01,283,0
1004.2,0.21,4.9,0.9,8.4,43.79,170,2
1004.2,0.21,4.9,0.9,8.4,22.54,300,2
1004.2,0.21,4.9,0.9,8.4,28.98,190,2
1004.2,0.21,4.9,0.9,8.4,12.88,70,0
1004.2,0.21,4.9,0.9,8.4,9.68,272,0
1004.2,0.21,4.9,0.9,8.4,2.95,299,0
1004.2,0.21,4.9,0.9,8.4,14.3,321,0
1004.2,0.21,4.9,0.9,8.4,11.22,70,0
1004.2,0.21,4.9,0.9,8.4,23.65,351,2
1004.2,0.43,7.3,4.3,10.1,21.85,222,2
1004.2,0.43,7.3,4.3,10.1,14.02,160,0
1004.2,0.43,7.3,4.3,10.1,11.27,170,0
1004.2,0.43,7.3,4.3,10.1,20.5,327,2
1004.2,0.43,7.3,4.3,10.1,14.02,317,0
1004.2,0.43,7.3,4.3,10.1,17.08,332,2
1004.2,0.43,7.3,4.3,10.1,16.1,330,2
1004.2,0.43,7.3,4.3,10.1,27.37,340,2
1004.2,0.43,7.3,4.3,10.1,30.59,330,2
1004.2,0.43,7.3,4.3,10.1,14.49,160,0
1004.2,0.43,7.3,4.3,10.1,30.59,330,2
1004.2,0.43,7.3,4.3,10.1,16.1,100,2
1004.2,0.43,7.3,4.3,10.1,16.1,170,2
1004.2,0.43,7.3,4.3,10.1,31.22,159,2
1004.2,0.43,7.3,4.3,10.1,5.01,283,0
1004.2,0.43,7.3,4.3,10.1,43.79,170,2
1004.2,0.43,7.3,4.3,10.1,22.54,300,2
1004.2,0.43,7.3,4.3,10.1,28.98,190,2
1004.2,0.43,7.3,4.3,10.1,12.88,70,0
1004.2,0.43,7.3,4.3,10.1,9.68,272,0
1004.2,0.43,7.3,4.3,10.1,2.95,299,0
1004.2,0.43,7.3,4.3,10.1,14.3,321,0
1004.2,0.43,7.3,4.3,10.1,11.22,70,0
1004.2,0.43,7.3,4.3,10.1,23.65,351,2
1004.2,0.67,9.2,7.5,11.7,21.85,222,2
1004.2,0.67,9.2,7.5,11.7,14.02,160,0
1004.2,0.67,9.2,7.5,11.7,11.27,170,0
1004.2,0.67,9.2,7.5,11.7,20.5,327,2
1004.2,0.67,9.2,7.5,11.7,14.02,317,0
1004.2,0.67,9.2,7.5,11.7,17.08,332,2
1004.2,0.67,9.2,7.5,11.7,16.1,330,2
1004.2,0.67,9.2,7.5,11.7,27.37,340,2
1004.2,0.67,9.2,7.5,11.7,30.59,330,2
1004.2,0.67,9.2,7.5,11.7,14.49,160,0
1004.2,0.67,9.2,7.5,11.7,30.59,330,2
1004.2,0.67,9.2,7.5,11.7,16.1,100,2
1004.2,0.67,9.2,7.5,11.7,16.1,170,2
1004.2,0.67,9.2,7.5,11.7,31.22,159,2
1004.2,0.67,9.2,7.5,11.7,5.01,283,0
1004.2,0.67,9.2,7.5,11.7,43.79,170,2
1004.2,0.67,9.2,7.5,11.7,22.54,300,2
1004.2,0.67,9.2,7.5,11.7,28.98,190,2
1004.2,0.67,9.2,7.5,11.7,12.88,70,0
1004.2,0.67,9.2,7.5,11.7,9.68,272,0
1004.2,0.67,9.2,7.5,11.7,2.95,299,0
1004.2,0.67,9.2,7.5,11.7,14.3,321,0
1004.2,0.67,9.2,7.5,11.7,11.22,70,0
1004.2,0.67,9.2,7.5,11.7,23.65,351,2
1004.2,0.6,15.5,10.2,20.5,21.85,222,2
1004.2,0.6,15.5,10.2,20.5,14.02,160,0
1004.2,0.6,15.5,10.2,20.5,11.27,170,0
1004.2,0.6,15.5,10.2,20.5,20.5,327,2
1004.2,0.6,15.5,10.2,20.5,14.02,317,0
1004.2,0.6,15.5,10.2,20.5,17.08,332,2
1004.2,0.6,15.5,10.2,20.5,16.1,330,2
1004.2,0.6,15.5,10.2,20.5,27.37,340,2
1004.2,0.6,15.5,10.2,20.5,30.59,330,2
1004.2,0.6,15.5,10.2,20.5,14.49,160,0
1004.2,0.6,15.5,10.2,20.5,30.59,330,2
1004.2,0.6,15.5,10.2,20.5,16.1,100,2
1004.2,0.6,15.5,10.2,20.5,16.1,170,2
1004.2,0.6,15.5,10.2,20.5,31.22,159,2
1004.2,0.6,15.5,10.2,20.5,5.01,283,0
1004.2,0.6,15.5,10.2,20.5,43.79,170,2
1004.2,0.6,15.5,10.2,20.5,22.54,300,2
1004.2,0.6,15.5,10.2,20.5,28.98,190,2
1004.2,0.6,15.5,10.2,20.5,12.88,70,0
1004.2,0.6,15.5,10.2,20.5,9.68,272,0
1004.2,0.6,15.5,10.2,20.5,2.95,299,0
1004.2,0.6,15.5,10.2,20.5,14.3,321,0
1004.2,0.6,15.5,10.2,20.5,11.22,70,0
1004.2,0.6,15.5,10.2,20.5,23.65,351,2
1004.2,0.61,5.8,4.9,7.0,21.85,222,2
1004.2,0.61,5.8,4.9,7.0,14.02,160,0
1004.2,0.61,5.8,4.9,7.0,11.27,170,0
1004.2,0.61,5.8,4.9,7.0,20.5,327,2
1004.2,0.61,5.8,4.9,7.0,14.02,317,0
1004.2,0.61,5.8,4.9,7.0,17.08,332,2
1004.2,0.61,5.8,4.9,7.0,16.1,330,2
1004.2,0.61,5.8,4.9,7.0,27.37,340,2
1004.2,0.61,5.8,4.9,7.0,30.59,330,2
1004.2,0.61,5.8,4.9,7.0,14.49,160,0
1004.2,0.61,5.8,4.9,7.0,30.59,330,2
1004.2,0.61,5.8,4.9,7.0,16.1,100,2
1004.2,0.61,5.8,4.9,7.0,16.1,170,2
1004.2,0.61,5.8,4.9,7.0,31.22,159,2
1004.2,0.61,5.8,4.9,7.0,5.01,283,0
1004.2,0.61,5.8,4.9,7.0,43.79,170,2
1004.2,0.61,5.8,4.9,7.0,22.54,300,2
1004.2,0.61,5.8,4.9,7.0,28.98,190,2
1004.2,0.61,5.8,4.9,7.0,12.88,70,0
1004.2,0.61,5.8,4.9,7.0,9.68,272,0
1004.2,0.61,5.8,4.9,7.0,2.95,299,0
1004.2,0.61,5.8,4.9,7.0,14.3,321,0
1004.2,0.61,5.8,4.9,7.0,11.22,70,0
1004.2,0.61,5.8,4.9,7.0,23.65,351,2
1004.2,0.19,5.4,4.1,7.4,21.85,222,2
1004.2,0.19,5.4,4.1,7.4,14.02,160,0
1004.2,0.19,5.4,4.1,7.4,11.27,170,0
1004.2,0.19,5.4,4.1,7.4,20.5,327,2
1004.2,0.19,5.4,4.1,7.4,14.02,317,0
1004.2,0.19,5.4,4.1,7.4,17.08,332,2
1004.2,0.19,5.4,4.1,7.4,16.1,330,2
1004.2,0.19,5.4,4.1,7.4,27.37,340,2
1004.2,0.19,5.4,4.1,7.4,30.59,330,2
1004.2,0.19,5.4,4.1,7.4,14.49,160,0
1004.2,0.19,5.4,4.1,7.4,30.59,330,2
1004.2,0.19,5.4,4.1,7.4,16.1,100,2
1004.2,0.19,5.4,4.1,7.4,16.1,170,2
1004.2,0.19,5.4,4.1,7.4,31.22,159,2
1004.2,0.19,5.4,4.1,7.4,5.01,283,0
1004.2,0.19,5.4,4.1,7.4,43.79,170,2
1004.2,0.19,5.4,4.1,7.4,22.54,300,2
1004.2,0.19,5.4,4.1,7.4,28.98,190,2
1004.2,0.19,5.4,4.1,7.4,12.88,70,0
1004.2,0.19,5.4,4.1,7.4,9.68,272,0
1004.2,0.19,5.4,4.1,7.4,2.95,299,0
1004.2,0.19,5.4,4.1,7.4,14.3,321,0
1004.2,0.19,5.4,4.1,7.4,11.22,70,0
1004.2,0.19,5.4,4.1,7.4,23.65,351,2
1004.2,0.58,4.7,2.5,7.0,21.85,222,2
1004.2,0.58,4.7,2.5,7.0,14.02,160,0
1004.2,0.58,4.7,2.5,7.0,11.27,170,0
1004.2,0.58,4.7,2.5,7.0,20.5,327,2
1004.2,0.58,4.7,2.5,7.0,14.02,317,0
1004.2,0.58,4.7,2.5,7.0,17.08,332,2
1004.2,0.58,4.7,2.5,7.0,16.1,330,2
1004.2,0.58,4.7,2.5,7.0,27.37,340,2
1004.2,0.58,4.7,2.5,7.0,30.59,330,2
1004.2,0.58,4.7,2.5,7.0,14.49,160,0
1004.2,0.58,4.7,2.5,7.0,30.59,330,2
1004.2,0.58,4.7,2.5,7.0,16.1,100,2
1004.2,0.58,4.7,2.5,7.0,16.1,170,2
1004.2,0.58,4.7,2.5,7.0,31.22,159,2
1004.2,0.58,4.7,2.5,7.0,5.01,283,0
1004.2,0.58,4.7,2.5,7.0,43.79,170,2
1004.2,0.58,4.7,2.5,7.0,22.54,300,2
1004.2,0.58,4.7,2.5,7.0,28.98,190,2
1004.2,0.58,4.7,2.5,7.0,12.88,70,0
1004.2,0.58,4.7,2.5,7.0,9.68,272,0
1004.2,0.58,4.7,2.5,7.0,2.95,299,0
1004.2,0.58,4.7,2.5,7.0,14.3,321,0
1004.2,0.58,4.7,2.5,7.0,11.22,70,0
1004.2,0.58,4.7,2.5,7.0,23.65,351,2
1004.2,0.89,7.1,6.2,7.7,21.85,222,2
1004.2,0.89,7.1,6.2,7.7,14.02,160,0
1004.2,0.89,7.1,6.2,7.7,11.27,170,0
1004.2,0.89,7.1,6.2,7.7,20.5,327,2
1004.2,0.89,7.1,6.2,7.7,14.02,317,0
1004.2,0.89,7.1,6.2,7.7,17.08,332,2
1004.2,0.89,7.1,6.2,7.7,16.1,330,2
1004.2,0.89,7.1,6.2,7.7,27.37,340,2
1004.2,0.89,7.1,6.2,7.7,30.59,330,2
1004.2,0.89,7.1,6.2,7.7,14.49,160,0
1004.2,0.89,7.1,6.2,7.7,30.59,330,2
1004.2,0.89,7.1,6.2,7.7,16.1,100,2
1004.2,0.89,7.1,6.2,7.7,16.1,170,2
1004.2,0.89,7.1,6.2,7.7,31.22,159,2
1004.2,0.89,7.1,6.2,7.7,5.01,283,0
1004.2,0.89,7.1,6.2,7.7,43.79,170,2
1004.2,0.89,7.1,6.2,7.7,22.54,300,2
1004.2,0.89,7.1,6.2,7.7,28.98,190,2
1004.2,0.89,7.1,6.2,7.7,12.88,70,0
1004.2,0.89,7.1,6.2,7.7,9.68,272,0
1004.2,0.89,7.1,6.2,7.7,2.95,299,0
1004.2,0.89,7.1,6.2,7.7,14.3,321,0
1004.2,0.89,7.1,6.2,7.7,11.22,70,0
1004.2,0.89,7.1,6.2,7.7,23.65,351,2
1004.3,0.37,1.7,-2.2,5.0,14.91,9,1
1004.3,0.37,1.7,-2.2,5.0,21.41,311,3
1004.3,0.37,1.7,-2.2,5.0,4.64,300,1
1004.3,0.37,1.7,-2.2,5.0,12.53,171,1
1004.3,0.37,1.7,-2.2,5.0,35.42,140,3
1004.3,0.37,1.7,-2.2,5.0,12.88,160,1
1004.3,0.37,1.7,-2.2,5.0,24.15,320,3
1004.3,0.37,1.7,-2.2,5.0,28.98,280,3
1004.3,0.37,1.7,-2.2,5.0,11.27,170,1
1004.3,0.37,1.7,-2.2,5.0,8.05,40,1
1004.3,0.37,1.7,-2.2,5.0,24.15,290,3
1004.3,0.37,1.7,-2.2,5.0,0.0,0,1
1004.3,0.37,1.7,-2.2,5.0,45.08,320,3
1004.3,0.37,1.7,-2.2,5.0,20.04,254,3
1004.3,0.37,1.7,-2.2,5.0,11.27,170,1
1004.3,0.37,1.7,-2.2,5.0,22.54,300,3
1004.3,0.37,1.7,-2.2,5.0,11.27,200,1
1004.3,0.37,1.7,-2.2,5.0,14.49,90,1
1004.3,0.37,1.7,-2.2,5.0,20.93,320,3
1004.3,0.37,1.7,-2.2,5.0,9.63,223,1
1004.3,0.37,1.7,-2.2,5.0,31.2,300,3
1004.3,0.37,1.7,-2.2,5.0,12.25,200,1
1004.3,0.97,4.7,1.4,9.6,14.91,9,1
1004.3,0.97,4.7,1.4,9.6,21.41,311,3
1004.3,0.97,4.7,1.4,9.6,4.64,300,1
1004.3,0.97,4.7,1.4,9.6,12.53,171,1
1004.3,0.97,4.7,1.4,9.6,35.42,140,3
1004.3,0.97,4.7,1.4,9.6,12.88,160,1
1004.3,0.97,4.7,1.4,9.6,24.15,320,3
1004.3,0.97,4.7,1.4,9.6,28.98,280,3
1004.3,0.97,4.7,1.4,9.6,11.27,170,1
1004.3,0.97,4.7,1.4,9.6,8.05,40,1
1004.3,0.97,4.7,1.4,9.6,24.15,290,3
1004.3,0.97,4.7,1.4,9.6,0.0,0,1
1004.3,0.97,4.7,1.4,9.6,45.08,320,3
1004.3,0.97,4.7,1.4,9.6,20.04,254,3
1004.3,0.97,4.7,1.4,9.6,11.27,170,1
1004.3,0.97,4.7,1.4,9.6,22.54,300,3
1004.3,0.97,4.7,1.4,9.6,11.27,200,1
1004.3,0.97,4.7,1.4,9.6,14.49,90,1
1004.3,0.97,4.7,1.4,9.6,20.93,320,3
1004.3,0.97,4.7,1.4,9.6,9.63,223,1
1004.3,0.97,4.7,1.4,9.6,31.2,300,3
1004.3,0.97,4.7,1.4,9.6,12.25,200,1
1004.3,0.62,2.9,-0.8,6.8,14.91,9,1
1004.3,0.62,2.9,-0.8,6.8,21.41,311,3
1004.3,0.62,2.9,-0.8,6.8,4.64,300,1
1004.3,0.62,2.9,-0.8,6.8,12.53,171,1
1004.3,0.62,2.9,-0.8,6.8,35.42,140,3
1004.3,0.62,2.9,-0.8,6.8,12.88,160,1
1004.3,0.62,2.9,-0.8,6.8,24.15,320,3
1004.3,0.62,2.9,-0.8,6.8,28.98,280,3
1004.3,0.62,2.9,-0.8,6.8,11.27,170,1
1004.3,0.62,2.9,-0.8,6.8,8.05,40,1
1004.3,0.62,2.9,-0.8,6.8,24.15,290,3
1004.3,0.62,2.9,-0.8,6.8,0.0,0,1
1004.3,0.62,2.9,-0.8,6.8,45.08,320,3
1004.3,0.62,2.9,-0.8,6.8,20.04,254,3
1004.3,0.62,2.9,-0.8,6.8,11.27,170,1
1004.3,0.62,2.9,-0.8,6.8,22.54,300,3
1004.3,0.62,2.9,-0.8,6.8,11.27,200,1
1004.3,0.62,2.9,-0.8,6.8,14.49,90,1
1004.3,0.62,2.9,-0.8,6.8,20.93,320,3
1004.3,0.62,2.9,-0.8,6.8,9.63,223,1
1004.3,0.62,2.9,-0.8,6.8,31.2,300,3
1004.3,0.62,2.9,-0.8,6.8,12.25,200,1
1004.3,2.73,25.8,18.6,33.9,14.91,9,1
1004.3,2.73,25.8,18.6,33.9,21.41,311,3
1004.3,2.73,25.8,18.6,33.9,4.64,300,1
1004.3,2.73,25.8,18.6,33.9,12.53,171,1
1004.3,2.73,25.8,18.6,33.9,35.42,140,3
1004.3,2.73,25.8,18.6,33.9,12.88,160,1
1004.3,2.73,25.8,18.6,33.9,24.15,320,3
1004.3,2.73,25.8,18.6,33.9,28.98,280,3
1004.3,2.73,25.8,18.6,33.9,11.27,170,1
1004.3,2.73,25.8,18.6,33.9,8.05,40,1
1004.3,2.73,25.8,18.6,33.9,24.15,290,3
1004.3,2.73,25.8,18.6,33.9,0.0,0,1
1004.3,2.73,25.8,18.6,33.9,45.08,320,3
1004.3,2.73,25.8,18.6,33.9,20.04,254,3
1004.3,2.73,25.8,18.6,33.9,11.27,170,1
1004.3,2.73,25.8,18.6,33.9,22.54,300,3
1004.3,2.73,25.8,18.6,33.9,11.27,200,1
1004.3,2.73,25.8,18.6,33.9,14.49,90,1
1004.3,2.73,25.8,18.6,33.9,20.93,320,3
1004.3,2.73,25.8,18.6,33.9,9.63,223,1
1004.3,2.73,25.8,18.6,33.9,31.2,300,3
1004.3,2.73,25.8,18.6,33.9,12.25,200,1
1004.3,2.52,20.4,14.3,25.6,14.91,9,1
1004.3,2.52,20.4,14.3,25.6,21.41,311,3
1004.3,2.52,20.4,14.3,25.6,4.64,300,1
1004.3,2.52,20.4,14.3,25.6,12.53,171,1
1004.3,2.52,20.4,14.3,25.6,35.42,140,3
1004.3,2.52,20.4,14.3,25.6,12.88,160,1
1004.3,2.52,20.4,14.3,25.6,24.15,320,3
1004.3,2.52,20.4,14.3,25.6,28.98,280,3
1004.3,2.52,20.4,14.3,25.6,11.27,170,1
1004.3,2.52,20.4,14.3,25.6,8.05,40,1
1004.3,2.52,20.4,14.3,25.6,24.15,290,3
1004.3,2.52,20.4,14.3,25.6,0.0,0,1
1004.3,2.52,20.4,14.3,25.6,45.08,320,3
1004.3,2.52,20.4,14.3,25.6,20.04,254,3
1004.3,2.52,20.4,14.3,25.6,11.27,170,1
1004.3,2.52,20.4,14.3,25.6,22.54,300,3
1004.3,2.52,20.4,14.3,25.6,11.27,200,1
1004.3,2.52,20.4,14.3,25.6,14.49,90,1
1004.3,2.52,20.4,14.3,25.6,20.93,320,3
1004.3,2.52,20.4,14.3,25.6,9.63,223,1
1004.3,2.52,20.4,14.3,25.6,31.2,300,3
1004.3,2.52,20.4,14.3,25.6,12.25,200,1
1004.3,0.71,10.1,8.1,13.1,14.91,9,1
1004.3,0.71,10.1,8.1,13.1,21.41,311,3
1004.3,0.71,10.1,8.1,13.1,4.64,300,1
1004.3,0.71,10.1,8.1,13.1,12.53,171,1
1004.3,0.71,10.1,8.1,13.1,35.42,140,3
1004.3,0.71,10.1,8.1,13.1,12.88,160,1
1004.3,0.71,10.1,8.1,13.1,24.15,320,3
1004.3,0.71,10.1,8.1,13.1,28.98,280,3
1004.3,0.71,10.1,8.1,13.1,11.27,170,1
1004.3,0.71,10.1,8.1,13.1,8.05,40,1
1004.3,0.71,10.1,8.1,13.1,24.15,290,3
1004.3,0.71,10.1,8.1,13.1,0.0,0,1
1004.3,0.71,10.1,8.1,13.1,45.08,320,3
1004.3,0.71,10.1,8.1,13.1,20.04,254,3
1004.3,0.71,10.1,8.1,13.1,11.27,170,1
1004.3,0.71,10.1,8.1,13.1,22.54,300,3
1004.3,0.71,10.1,8.1,13.1,11.27,200,1
1004.3,0.71,10.1,8.1,13.1,14.49,90,1
1004.3,0.71,10.1,8.1,13.1,20.93,320,3
1004.3,0.71,10.1,8.1,13.1,9.63,223,1
1004.3,0.71,10.1,8.1,13.1,31.2,300,3
1004.3,0.71,10.1,8.1,13.1,12.25,200,1
1004.3,1.26,13.2,7.7,15.3,14.91,9,1
1004.3,1.26,13.2,7.7,15.3,21.41,311,3
